Setting,App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.6237328562909958,0.718592195868401,0.7811044577511643,0.2529007814349988,0.748545469036423
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.2217054263565891,1.0,0.2217054263565891,0.3629441624365482,0.3629441624365482
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8338700059630292,0.8123056118999323,0.9991683300066534,0.5857865001486768,0.8960990527336465
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.8347048300536672,0.8195634153080962,0.9866932801064536,0.60625,0.8953962264150944
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.830530709600477,0.8121855025159799,0.9933466400532268,0.5826725403817915,0.8936775158997382
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.9032796660703636,0.8836111520873285,0.9963406520292748,0.796179944709726,0.9365960440935032
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8288610614192009,0.8103892581038926,0.9938456420492348,0.5760709010339735,0.8927904370564065
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8480620155038759,0.8255909840571742,0.9991683300066534,0.6341183228029869,0.9041240216736904
LOT,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.8432915921288014,0.8207263790278536,0.9998336660013308,0.6173558532323821,0.9014697060587884
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Dummy,0.6215861657722123,0.7172149961744453,0.7796074517631404,0.2486384087141842,0.747110863154539
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Threshold,0.2450805008944543,1.0,0.2450805008944543,0.3936781609195402,0.3936781609195402
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Nearest Neighbors,0.8523553965414431,0.8296050814692074,0.9993346640053228,0.6478953356086462,0.9065942357024296
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,SVM RBF,0.8653548002385212,0.8425705065244844,0.9988356620093148,0.6890663729000277,0.9140726082654692
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Decision Tree,0.8523553965414431,0.8319888734353268,0.99500998003992,0.6530269058295965,0.9062263293440388
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Gaussian Naive Bayes,0.8964818127608826,0.8753648569760654,0.9976713240186296,0.7777777777777778,0.9325248756218906
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Random Forest,0.8509242695289206,0.8306026103860039,0.99500998003992,0.6484814398200225,0.90540336007265
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Ensemble,0.863804412641622,0.8409409129095492,0.999001996007984,0.6841814159292037,0.9131823019613806
LOT,addressbook,DS_all_modelsize100epoch31,Ensemble,Neural Network,0.851520572450805,0.8285320468642315,0.9998336660013308,0.6445903511276049,0.9061581367302328
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.6208706022659511,0.7181580163252733,0.7756154357950765,0.2546307151230949,0.7457816873250699
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.2503279666070364,1.0,0.2503279666070364,0.4004196871423121,0.4004196871423121
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.7677996422182468,0.7720519341453621,0.959414504324684,0.4076665652570733,0.8555959356226359
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.732737030411449,0.7284623773173392,1.0,0.1053892215568862,0.8429022082018929
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.7491949910554562,0.7932483120780195,0.8794078509647372,0.486195944295138,0.8341090163287844
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.716994633273703,0.716994633273703,1.0,0.0,0.8351739945822046
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.7531305903398927,0.7892574112122102,0.894544244843646,0.4751521298174442,0.8386090753157648
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.7644603458556947,0.761565375145782,0.9775449101796408,0.3505425846760934,0.8561439289096074
LOT,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.7270125223613596,0.7242500903505602,1.0,0.0683760683760683,0.8400754558792706
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.624448419797257,0.7191183223633859,0.781437125748503,0.2546745562130177,0.7489836588282185
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0805008944543828,1.0,0.0805008944543828,0.1490066225165563,0.1490066225165563
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.6986285032796661,0.7282252783235101,0.9248170326014638,0.1908421389689401,0.8148310984099069
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.7202146690518784,0.7215373459028281,0.9930139720558884,0.0555555555555555,0.8357832843343133
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.6970781156827669,0.7347214710654408,0.9038589487691284,0.2444973230220107,0.8105608591885441
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.716994633273703,0.716994633273703,1.0,0.0,0.8351739945822046
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.6967203339296363,0.7344235707528044,0.9038589487691284,0.2429294432866924,0.8103795391842518
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.7078115682766846,0.726417493007882,0.9504324683965404,0.15283540802213,0.8234615938896095
LOT,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.7220035778175313,0.72193416134089,0.9958416500332667,0.0543610547667342,0.8370499825235931
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Dummy,0.6264758497316637,0.7205882352941176,0.782435129740519,0.2595744680851063,0.7502392344497608
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Threshold,0.2223017292784734,1.0,0.2223017292784734,0.3637428041760172,0.3637428041760172
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.8477042337507453,0.8271383169821749,0.9956753160345976,0.6373189434819653,0.9036153671975242
LOT,addressbook,DS_content_modelsize100epoch31,Content only,SVM RBF,0.8661896243291592,0.8428210880538418,0.9998336660013308,0.6905681191395476,0.914637857577602
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Decision Tree,0.8269528920691711,0.817132526769573,0.9773785761809712,0.5932155873282872,0.8901007346815116
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.8942158616577222,0.8737057022021292,0.996506986027944,0.7726224045116635,0.9310746755769678
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Random Forest,0.8259988073941562,0.8161366476878211,0.9775449101796408,0.5898228844531909,0.8895784454703701
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Ensemble,0.8580799045915325,0.8364499023164945,0.997005988023952,0.6687082405345212,0.9096979814842922
LOT,addressbook,DS_content_modelsize100epoch31,Content only,Neural Network,0.8658318425760286,0.8424667133847232,0.9998336660013308,0.6894838531603644,0.9144291473339926
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Dummy,0.6181276088252833,0.7134609541172896,0.7811044577511643,0.2332375478927203,0.7457519453708116
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Threshold,0.2782349433512224,1.0,0.2782349433512224,0.435342414629595,0.435342414629595
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.8430530709600477,0.8206774105435674,0.999500998003992,0.6169965075669384,0.9013049347532625
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.8692903995229576,0.8523509174311926,0.9890219560878244,0.7102062400846114,0.9156144133045888
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8474657125819917,0.8258295470191381,0.9976713240186296,0.6340486409155937,0.903653483992467
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.9454979129397734,0.9308205366837288,0.9981703260146374,0.8939921131987939,0.9633196885785376
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8406678592725104,0.8193989071038251,0.9976713240186296,0.6114019778941245,0.8997899789978997
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.8675014907573048,0.8447038964692644,0.9988356620093148,0.6955330227459577,0.915326575718314
LOT,addressbook,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.8919499105545617,0.8695715112912565,0.9991683300066534,0.7646753246753245,0.929876160990712
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Dummy,0.6215747641456331,0.780038073661522,0.7163394160056636,0.2509915771647578,0.7468329642851763
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Threshold,0.5119672168058902,1.0,0.5119672168058902,0.6772199967238016,0.6772199967238016
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Nearest Neighbors,0.6518474320581812,0.9892910085365232,0.5592446505714245,0.5538354998340859,0.7145533925917722
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,SVM RBF,0.6636007475288767,0.989862003686544,0.5741551442648057,0.5624588171554917,0.7267623149443575
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Decision Tree,0.6383153581158669,0.984126155292152,0.5446086717813128,0.5419393472774712,0.7011858810398549
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Gaussian Naive Bayes,0.6572062234030577,0.9897660079850408,0.5659196971667172,0.5578450591737457,0.7201044242418672
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Random Forest,0.6382815842208363,0.9841249118775948,0.5445653273229017,0.5419161676646707,0.7011496391100529
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Ensemble,0.654234120640353,0.989473148901546,0.5622354182017829,0.5555989639854726,0.7170378013838089
KIN,addressbook,DS_all_modelsize100epoch31,Ensemble,Neural Network,0.6590300137347173,0.9898077310247636,0.5682602979209108,0.5591604442309652,0.7220075448145462
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.621754891585797,0.7784727977856662,0.7192434947192001,0.244853007282208,0.7476869930910183
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0097606556638821,1.0,0.0097606556638821,0.0193326123554792,0.0193326123554792
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.4617116610001576,0.9186196643061152,0.3392281796772283,0.4230936293436294,0.4954838981977799
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.4156778420732668,0.9302973053594512,0.2703538352621617,0.4123634305123125,0.4189550751732399
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.4688829847116835,0.934258237427085,0.3424790140580527,0.432060866529428,0.5012211238568482
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.4155877783531849,0.9304836783439492,0.2701660092757141,0.4123926060921635,0.4187483904197785
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.4689280165717245,0.9342686002522068,0.3425368066692673,0.4320816729470402,0.5012845045406971
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.452254970391552,0.9360709286047596,0.3188129397656509,0.4266962034265783,0.4756320996702088
KIN,addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.4509603044153739,0.9355347251810824,0.3172380911100516,0.4260377314079252,0.4738085733090211
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.6209893499651004,0.7784200385356455,0.7179576091196741,0.245190798618896,0.7469673055242391
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.061040686285547,1.0,0.061040686285547,0.1150581444699091,0.1150581444699091
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.5654087767095219,0.8451269562080007,0.5414878707757214,0.3977033373379308,0.6600621703255577
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.7791975322540697,0.7791975322540697,1.0,0.0,0.8758977214485033
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.5347195640915948,0.840115144418423,0.4975654862525826,0.3872373863922783,0.624980717753278
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.5065296197059419,0.8302107728337237,0.4609683152009016,0.3738947849562199,0.5927928430088348
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.5347420800216153,0.8401395394223263,0.4975799344053863,0.3872670393049357,0.6249988657501929
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.5713417242699209,0.8327953656398965,0.5628855850779478,0.3824645625871744,0.6717416418090592
KIN,addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.7791975322540697,0.7791975322540697,1.0,0.0,0.8758977214485033
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Dummy,0.6233084907572107,0.7807988941771515,0.7181887795645326,0.2527246739324638,0.748186278936753
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Threshold,0.4979172764731047,1.0,0.4979172764731047,0.664812782779924,0.664812782779924
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.695584626122982,0.9690579468357248,0.6294193287388208,0.574065906370109,0.7631560507322543
KIN,addressbook,DS_content_modelsize100epoch31,Content only,SVM RBF,0.7441740031071984,0.9634163360513568,0.6981925360842616,0.610089224433768,0.8096371008276647
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Decision Tree,0.6885371400265689,0.9665371572304444,0.6218051522112897,0.567123544874202,0.7567610339370493
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.6813995902100737,0.9897062695999808,0.5973299813618829,0.5754957549575496,0.7450128845079561
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Random Forest,0.6885596559565893,0.9665386601989716,0.6218340485168972,0.5671412924424972,0.7567828946211602
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Ensemble,0.6998513948618648,0.9719190843758316,0.6330891595509515,0.5791808065661748,0.7667392844956561
KIN,addressbook,DS_content_modelsize100epoch31,Content only,Neural Network,0.6897642582126855,0.9898170358873054,0.6081083033534163,0.5819439598282689,0.7533718172461626
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Dummy,0.6229482358768829,0.7799232035106967,0.7189834279687342,0.2496303266568086,0.7482145273571997
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5941841352757076,1.0,0.5941841352757076,0.745439779668797,0.745439779668797
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.5847499605971225,0.993195825959602,0.4703018219120685,0.5125223022533536,0.6383362585427554
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.62603291828969,0.994967135117296,0.5227052721309581,0.5391381558866782,0.6853581374201982
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.5662981559453313,0.9870805954988414,0.4492797595827373,0.4992721222834564,0.6174987092418285
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.6080764640983496,0.9959630911188004,0.4990391978385563,0.5280169199690885,0.664914864331572
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.565960416995024,0.9871611529538882,0.4488029705402164,0.4991165618666528,0.6170639650377434
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.5985409677346722,0.9939349330192846,0.4877551904988947,0.5211751752289389,0.6543836864447847
KIN,addressbook,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.5913358701281156,0.9962905998371484,0.4773091760218456,0.5178002125398512,0.6454108545305357
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.6210456397901515,0.7790493234121377,0.7170184791874359,0.2475803026577553,0.7467479216040327
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5047058293742823,1.0,0.5047058293742823,0.6708365442887391,0.6708365442887391
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.6800936662688852,0.9881308478307688,0.5966075737216997,0.5736534133533383,0.744004612529504
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.6780222007070003,0.9900335432804844,0.5927499169231214,0.573134328358209,0.7415320102664208
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.6653795060004953,0.9791312788158214,0.5829829656278445,0.5578842463817698,0.7308260054517627
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.681737329160381,0.9901122842299312,0.5975178073483305,0.5759712014399281,0.7452740083977581
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.6653795060004953,0.9791312788158214,0.5829829656278445,0.5578842463817698,0.7308260054517627
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.6796996374935267,0.9887998848810438,0.5956828919422652,0.5737230870653102,0.7434743798970327
KIN,addressbook,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.6811744309098687,0.990100433855078,0.5967953997081473,0.5755395683453238,0.7447084700537268
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Dummy,0.6747157491838343,0.842214790040877,0.7560715238857753,0.1847933417971505,0.7968217136026439
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Threshold,0.2578520770010131,1.0,0.2578520770010131,0.409987917841321,0.409987917841321
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Nearest Neighbors,0.948891140380502,0.9525003213780692,0.9887243127835602,0.8178900922583233,0.9702743403391604
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,SVM RBF,0.9950467184509738,0.9950824029771398,0.9990659194021884,0.9839883551673944,0.9970701824477294
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Decision Tree,0.9180457052797478,0.939921976592978,0.96450493728316,0.7180480247869868,0.952054794520548
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Gaussian Naive Bayes,0.9828323764493976,1.0,0.9796503869762476,0.9479610987886026,0.9897206026086076
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Random Forest,0.9155690645052348,0.9366744366744368,0.9651721377101682,0.7058823529411764,0.9507097791798108
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Ensemble,0.9617809298660362,0.9664254514635896,0.9890579129970644,0.8695485110470702,0.9776107099284468
LOT,claroline,DS_all_modelsize100epoch31,Ensemble,Neural Network,0.9989868287740628,0.9997996794871796,0.9989991993594876,0.9967672413793104,0.999399279134962
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.6801193290554993,0.8427255985267035,0.7632772884974647,0.1845314966279236,0.8010363057101846
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0,,0.0,,
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.6816953731847348,1.0,0.6226981585268214,0.4955846936044956,0.7674848896015789
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.8436339074636947,0.8436339074636947,1.0,0.0,0.9151859314892836
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.5680513340087808,1.0,0.4879903923138511,0.419954648526077,0.6559052999730967
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.8436339074636947,0.8436339074636947,1.0,0.0,0.9151859314892836
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.5962512664640324,1.0,0.5214171337069655,0.436483620080132,0.6854361268254177
LOT,claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.7140605651243949,1.0,0.6610621830797971,0.5223768333960136,0.7959511568123393
